interaction_id,customer_id,date,channel,topic,priority,sentiment,resolution_time_hours,resolved,escalated,csat_score,description,staff_role,affected_users,patient_impact
TICKET-5752,HC-1190,2025-05-12,chat,ehr_integration,high,neutral,20,True,False,,Epic integration stopped syncing patient appointments after last eClinicalWorks update. Appointments from past 48 hours missing.,Provider,6,
TICKET-5753,HC-1190,2024-11-08,email,clinical_documentation,high,frustrated,11,True,False,,Issue with clinical documentation This is causing significant disruption to patient care. Director of Operations escalating.,IT Admin,1,
TICKET-5754,HC-1191,2024-05-05,email,reporting_analytics,high,frustrated,80,True,False,,Issue with reporting analytics This is causing significant disruption to patient care. Practice Manager escalating.,Practice Manager,6,
TICKET-5755,HC-1191,2025-08-09,phone,clinical_documentation,medium,concerned,95,True,False,4.0,Issue with clinical documentation,Front Desk,8,
TICKET-5756,HC-1191,2025-09-12,chat,patient_scheduling,high,neutral,94,True,True,5.0,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues.,Front Desk,3,Low
TICKET-5757,HC-1191,2025-04-04,email,patient_scheduling,high,neutral,54,True,False,,Need to block off provider time for hospital rounds but system won't allow multi-location blocking.,Provider,7,None
TICKET-5758,HC-1191,2025-02-23,email,insurance_verification,low,neutral,78,True,False,5.0,Issue with insurance verification,Billing Specialist,3,Medium
TICKET-5759,HC-1192,2025-03-29,phone,prescription_workflow,high,frustrated,42,True,False,3.0,Issue with prescription workflow This is causing significant disruption to patient care. COO escalating.,Medical Assistant,2,Low
TICKET-5760,HC-1192,2025-08-08,email,appointment_reminders,high,frustrated,81,True,False,2.0,Issue with appointment reminders This is causing significant disruption to patient care. COO escalating.,Practice Manager,4,None
TICKET-5761,HC-1192,2024-03-28,phone,billing_workflow,medium,negative,94,False,False,1.0,CPT codes not mapping correctly to Athenahealth procedures. Causing claim denials. Staff productivity severely impacted. Need resolution ASAP.,Practice Manager,3,High
TICKET-5762,HC-1192,2025-06-18,phone,billing_workflow,high,frustrated,3,True,True,1.0,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable. This is causing significant disruption to patient care. COO escalating.,Practice Manager,2,
TICKET-5763,HC-1193,2025-06-28,chat,patient_scheduling,high,neutral,22,True,False,,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues.,Medical Assistant,4,
TICKET-5764,HC-1193,2025-08-16,phone,patient_portal,low,neutral,35,True,False,5.0,Patients reporting can't access lab results through portal. IT showing error: 'unauthorized access'.,Provider,8,
TICKET-5765,HC-1193,2025-08-26,email,ehr_integration,high,satisfied,83,True,False,1.0,Medication reconciliation data from NextGen not flowing correctly. Providers seeing outdated medication lists.,Practice Manager,5,
TICKET-5766,HC-1193,2024-07-03,phone,insurance_verification,low,positive,11,True,False,1.0,Issue with insurance verification,Billing Specialist,1,
TICKET-5767,HC-1193,2024-04-03,email,hipaa_compliance,high,positive,16,True,False,5.0,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks.,Billing Specialist,3,
TICKET-5768,HC-1194,2024-09-18,ticket,hipaa_compliance,high,concerned,64,True,False,,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks.,Front Desk,6,High
TICKET-5769,HC-1194,2024-03-01,chat,claims_management,low,neutral,24,True,False,,Issue with claims management,IT Admin,4,
TICKET-5770,HC-1194,2025-02-03,email,hipaa_compliance,high,frustrated,57,True,False,,Questions about data encryption standards. Internal audit flagged concerns about patient data security. This is causing significant disruption to patient care. Practice Manager escalating.,Billing Specialist,1,
TICKET-5771,HC-1195,2024-05-03,email,ehr_integration,high,neutral,64,True,False,,Epic integration stopped syncing patient appointments after last NextGen update. Appointments from past 48 hours missing.,Provider,2,High
TICKET-5772,HC-1195,2025-05-19,chat,reporting_analytics,low,neutral,88,True,False,4.0,Issue with reporting analytics,Billing Specialist,9,
TICKET-5773,HC-1195,2025-04-20,chat,reporting_analytics,medium,neutral,52,False,False,,Issue with reporting analytics,Practice Manager,6,
TICKET-5774,HC-1196,2024-08-27,ticket,ehr_integration,high,neutral,76,True,False,2.0,Medication reconciliation data from NextGen not flowing correctly. Providers seeing outdated medication lists.,Provider,1,High
TICKET-5775,HC-1196,2024-09-09,chat,reporting_analytics,medium,satisfied,73,False,False,,Issue with reporting analytics,Front Desk,7,
TICKET-5776,HC-1196,2025-05-27,email,billing_workflow,low,satisfied,91,True,False,,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact.,Medical Assistant,6,Medium
TICKET-5777,HC-1198,2025-07-04,phone,insurance_verification,medium,concerned,40,True,False,,Issue with insurance verification,Front Desk,1,Medium
TICKET-5778,HC-1198,2025-09-27,ticket,clinical_documentation,low,neutral,62,True,False,,Issue with clinical documentation,Front Desk,2,
TICKET-5779,HC-1198,2024-09-13,ticket,appointment_reminders,medium,concerned,70,True,False,5.0,Issue with appointment reminders,IT Admin,3,
TICKET-5780,HC-1198,2025-06-06,chat,clinical_documentation,medium,neutral,11,False,False,,Issue with clinical documentation,Provider,5,Low
TICKET-5781,HC-1198,2024-11-03,email,hipaa_compliance,high,neutral,63,False,True,3.0,Questions about data encryption standards. Internal audit flagged concerns about patient data security.,Medical Assistant,3,Medium
TICKET-5782,HC-1199,2024-10-13,email,insurance_verification,high,frustrated,52,True,False,4.0,Issue with insurance verification This is causing significant disruption to patient care. Director of Operations escalating.,Billing Specialist,6,Medium
TICKET-5783,HC-1199,2024-12-16,chat,appointment_reminders,low,concerned,90,True,False,1.0,Issue with appointment reminders,IT Admin,1,
TICKET-5784,HC-1199,2024-09-08,email,appointment_reminders,low,neutral,20,True,False,,Issue with appointment reminders,Front Desk,1,High
TICKET-5785,HC-1200,2024-12-02,email,ehr_integration,high,positive,48,True,False,,Lab results integration failing for 3 of our 2 locations. Urgent - providers need results for patient care.,Practice Manager,3,None
TICKET-5786,HC-1200,2024-01-05,email,ehr_integration,high,satisfied,34,True,False,,Lab results integration failing for 3 of our 2 locations. Urgent - providers need results for patient care.,Provider,6,None
TICKET-5787,HC-1200,2025-05-15,email,insurance_verification,low,neutral,81,True,False,5.0,Issue with insurance verification,IT Admin,8,High
TICKET-5788,HC-1200,2025-07-05,email,ehr_integration,high,positive,36,False,True,2.0,Lab results integration failing for 3 of our 2 locations. Urgent - providers need results for patient care.,Practice Manager,5,
TICKET-5789,HC-1200,2025-01-20,ticket,claims_management,low,neutral,90,True,False,,Issue with claims management,IT Admin,4,Medium
TICKET-5790,HC-1200,2024-05-07,chat,patient_portal,low,neutral,18,True,False,2.0,Portal messaging feature timing out for 33099 patient messages. Staff having to call patients back.,Front Desk,3,
TICKET-5791,HC-1201,2024-01-21,chat,clinical_documentation,medium,neutral,26,True,False,,Issue with clinical documentation,Provider,3,Medium
TICKET-5792,HC-1201,2024-08-14,email,billing_workflow,low,concerned,22,True,False,5.0,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,Practice Manager,5,
TICKET-5793,HC-1201,2025-09-12,email,billing_workflow,low,neutral,70,True,False,,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact.,IT Admin,6,
TICKET-5794,HC-1201,2024-10-11,phone,claims_management,medium,neutral,25,True,False,,Issue with claims management,Medical Assistant,6,Low
TICKET-5795,HC-1202,2025-08-02,phone,appointment_reminders,high,frustrated,29,False,True,,Issue with appointment reminders This is causing significant disruption to patient care. Practice Manager escalating.,Medical Assistant,4,High
TICKET-5796,HC-1202,2024-05-10,phone,clinical_documentation,medium,negative,41,True,False,1.0,Issue with clinical documentation Staff productivity severely impacted. Need resolution ASAP.,IT Admin,8,High
TICKET-5797,HC-1202,2024-07-15,chat,appointment_reminders,high,frustrated,60,True,True,4.0,Issue with appointment reminders This is causing significant disruption to patient care. Practice Manager escalating.,IT Admin,3,Medium
TICKET-5798,HC-1203,2025-09-21,chat,clinical_documentation,high,frustrated,30,True,False,,Issue with clinical documentation This is causing significant disruption to patient care. IT Director escalating.,Front Desk,3,High
TICKET-5799,HC-1203,2024-02-23,email,telehealth_setup,low,neutral,46,True,False,3.0,Issue with telehealth setup,Front Desk,7,
TICKET-5800,HC-1203,2025-06-14,phone,patient_portal,high,frustrated,77,False,False,,Portal messaging feature timing out for 16646 patient messages. Staff having to call patients back. This is causing significant disruption to patient care. IT Director escalating.,Practice Manager,5,Low
TICKET-5801,HC-1203,2024-08-17,phone,ehr_integration,high,neutral,89,True,False,4.0,Medication reconciliation data from Allscripts not flowing correctly. Providers seeing outdated medication lists.,Provider,3,
TICKET-5802,HC-1204,2024-01-06,chat,insurance_verification,medium,negative,87,True,False,,Issue with insurance verification Staff productivity severely impacted. Need resolution ASAP.,Provider,1,High
TICKET-5803,HC-1204,2024-08-19,ticket,prescription_workflow,medium,negative,81,True,False,3.0,Issue with prescription workflow Staff productivity severely impacted. Need resolution ASAP.,Medical Assistant,7,
TICKET-5804,HC-1204,2024-12-03,email,clinical_documentation,medium,negative,14,False,False,3.0,Issue with clinical documentation Staff productivity severely impacted. Need resolution ASAP.,Practice Manager,7,
TICKET-5805,HC-1205,2025-03-18,email,ehr_integration,high,frustrated,90,True,False,5.0,Lab results integration failing for 3 of our 1 locations. Urgent - providers need results for patient care. This is causing significant disruption to patient care. IT Director escalating.,Billing Specialist,6,None
TICKET-5806,HC-1205,2024-09-10,email,hipaa_compliance,high,urgent,22,False,False,,Questions about data encryption standards. Internal audit flagged concerns about patient data security. This is causing significant disruption to patient care. IT Director escalating.,Billing Specialist,6,Low
TICKET-5807,HC-1206,2024-12-07,chat,reporting_analytics,medium,concerned,92,True,False,2.0,Issue with reporting analytics,Provider,5,None
TICKET-5808,HC-1206,2024-04-07,email,appointment_reminders,medium,concerned,72,True,False,5.0,Issue with appointment reminders,Practice Manager,4,None
TICKET-5809,HC-1206,2024-02-04,phone,insurance_verification,medium,neutral,20,True,False,5.0,Issue with insurance verification,IT Admin,6,
TICKET-5810,HC-1206,2024-05-10,ticket,ehr_integration,high,concerned,25,True,False,,Medication reconciliation data from Epic not flowing correctly. Providers seeing outdated medication lists.,Provider,6,None
TICKET-5811,HC-1206,2024-03-08,phone,hipaa_compliance,high,concerned,39,False,False,,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions.,Practice Manager,7,
TICKET-5812,HC-1206,2025-01-25,chat,insurance_verification,low,neutral,31,True,False,2.0,Issue with insurance verification,Front Desk,3,
TICKET-5813,HC-1206,2025-09-05,email,appointment_reminders,low,neutral,25,True,False,3.0,Issue with appointment reminders,Front Desk,2,None
TICKET-5814,HC-1207,2025-09-27,chat,claims_management,low,satisfied,52,False,False,,Issue with claims management,IT Admin,5,Low
TICKET-5815,HC-1207,2025-04-09,email,reporting_analytics,medium,satisfied,37,True,False,3.0,Issue with reporting analytics,Practice Manager,5,
TICKET-5816,HC-1207,2025-09-01,chat,prescription_workflow,medium,satisfied,43,True,False,5.0,Issue with prescription workflow,Medical Assistant,2,Low
TICKET-5817,HC-1207,2024-05-09,email,appointment_reminders,low,positive,54,True,False,,Issue with appointment reminders,Front Desk,4,Low
TICKET-5818,HC-1208,2025-03-31,chat,patient_scheduling,high,neutral,85,True,False,,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues.,Practice Manager,6,
TICKET-5819,HC-1208,2024-11-15,email,claims_management,low,positive,6,True,False,1.0,Issue with claims management,IT Admin,6,Medium
TICKET-5820,HC-1208,2024-11-14,chat,claims_management,low,positive,29,True,False,,Issue with claims management,Billing Specialist,3,High
TICKET-5821,HC-1208,2024-10-25,chat,telehealth_setup,medium,positive,63,True,False,5.0,Issue with telehealth setup,IT Admin,9,High
TICKET-5822,HC-1208,2024-02-28,phone,billing_workflow,low,positive,47,False,False,1.0,CPT codes not mapping correctly to Athenahealth procedures. Causing claim denials.,Provider,2,Medium
